Brand,Store Name,Address
McDonald's,McDonald's Kuala Pilah DT,,"Lot 1809, Batu 22, Jalan Beranang, Mukim Semenyih, Daerah Hulu Langat, 43500, Selangor",
McDonald's,McDonald's Pearl Point DT,,"Lot 20398 HS (D) 59406, MK Sri Gading, 83300, Batu Pahat, Johor, Malaysia",
McDonald's,McDonald's Educity JB DT,,"Lot G10, 11, 12, 13 & 14, Tesco Tanjung Pinang, No 1, Jalan Seri Tanjung Pinang, 10470, Tanjung Tokong, Pulau Pinang, Malaysia",
McDonald's,McDonald's Bagan Ajam DT,,"No 1, Jalan Haruan 2, 70300, Seremban, Negeri Sembilan, Malaysia",
McDonald's,McDonald's Semporna DT,,"Lot 110034, Jalan Austin Heights 3, Taman Mount Austin, Mukim Tebrau, 81100, Johor Bahru, Johor, Malaysia",
McDonald's,McDonald's PSS Bukit Katil DT,,"Lot 141190, Jalan Setia Tropika 1/21, Taman Setia Tropika, Mukim Tebrau, 81100, Johor Bahru, Johor, Malaysia",
McDonald's,McDonald's BHP Jalan Kepong,,"No. 75, Jalan Inang 3, Taman Paya Rumput Utama, 76450, Bandar Cheng, Melaka, Malaysia",
McDonald's,McDonald's Petronas Taman Dagang Drive-Thru,,"Lot PT 13668, Mukim Batu Berendam, Melaka Tengah, 75350, Hang Tuah Jaya, Melaka, Malaysia",
McDonald's,McDonald's Shell Jalan Sentul DT,,"Pintasan Dengkil By Pass (B29), 43900, Sepang, Selangor, Malaysia",
McDonald's,McDonald's Bahau DT,,"G-43, Citta Mall, No 1, Jalan PJU 1A/48, PJU 1A, Ara Damansara, 47301, Petaling Jaya, Selangor, Malaysia",
McDonald's,McDonald's Tampin DT,,"Lot 1050(A), Jalan Bulan Sabit, Block 7, MCLD, 98000, Miri, Sarawak, Malaysia",
McDonald's,McDonald's Eco Majestic DT,,"No. 97 Jalan Besar, Jalan Simpang, 34000, Taiping, Perak, Malaysia",
McDonald's,McDonald's PKNS PJ DT,,"Mukim Hulu Kinta, Daerah Kinta, Jalan Kuala Kangsar, 31400, Ipoh, Perak, Malaysia",
McDonald's,McDonald's Sentul UOA DT,,"Sebahagian CL 075477584, Batu 6, Jalan Utara, 90000, Sandakan, Sabah, Malaysia",
McDonald's,McDonald's Seri Austin DT,,"No. 27, Jalan Persiaran, PD Waterfront, 71010, Port Dickson, Negeri Sembilan, Malaysia",
McDonald's,McDonald's PSS Jalan REKO DT,,"CL. 105509868 At Mile 4, Jalan Apas, 91000, Tawau, Sabah, Malaysia",
McDonald's,McDonald's Kota Star DT,,"Lot 1, Level1, BUSANA, Menara MARA, No. 232, Jalan Tuanku Abdul Rahman, 50100, Kuala Lumpur , Malaysia",
McDonald's,McDonald's PSS Bukit Beruntung DT,,"Off Jalan Sulaman Highway, 88000, Kota Kinabalu, Sabah, Malaysia",
McDonald's,McDonald's Kubang Kerian DT,,"Unit No. LG-40, Setia City Mall, No. 7, Persiaran Setia Dagang, Bandar Setia Alam, Seksyen U13, 40170, Shah Alam, Selangor, Malaysia",
McDonald's,McDonald's Shell Lukut DT,,"Lot 13182, Jalan Delima, Mukim Bandar Pontian Kecil, 82000, Pontian, Johor, Malaysia",
McDonald's,McDonald's Shell Dengkil Bypass DT,,"PT238632, Persiaran Klebang Putra, Taman Klebang Putra, 31200 Chemor, Perak, Malaysia",
McDonald's,McDonald's Shell Bandar Botanik DT,,"Lot PT 3358, Seksyen 31, Persiaran Raja Muda Musa (KS05), Bandar Klang, Daerah Klang, 41200, Klang, Selangor, Malaysia",
McDonald's,McDonald's Bandar Bukit Puchong DT,,"Pantai Cenang, 07000, Langkawi, Kedah, Malaysia",
McDonald's,McDonald's Langkawi Kuah DT,,"Lot PT 96403, Bandar Indera Mahkota, Mukim Kuala Kuantan, 25200, Kuantan, Pahang, Malaysia",
McDonald's,McDonald's ICONIC Simpang Ampat DT,,"Plot 531, Bandar Seri Iskandar, Mukim Bota, 32600, Perak Tengah, Perak, Malaysia",
McDonald's,McDonald's Penang International Airport,,"Lot 15702, Mukim Bukit Katil, Daerah Melaka Tengah, Hang Tuah Jaya, 75450, Melaka, Malaysia",
McDonald's,McDonald's Labuan,,"Lot 3410 (PT 1238), Jalan Sultan Mansor, Daerah Larut Dan Matang, 34000, Taiping, Perak, Malaysia",
McDonald's,McDonald's Jalan Tun Razak DT,,"Lot G09, G10 & G12A, Harbour Mall Sandakan, Sandakan Harbour Square, 90000, Sandakan, Sabah, Malaysia",
McDonald's,McDonald's Shell Seremban Jaya DT,,"Sebahagian Lot PT 22062, Jalan Kolam Air, Bandar Johor Bahru, 80100, Johor Bahru, Johor, Malaysia",
McDonald's,McDonald's Petronas Tanah Merah DT,,"Jalan Bendahara 1/36, Taman Bendahara, Pengkalan Chepa, 16100, Kota Baru, Kelantan, Malaysia",
McDonald's,McDonald's Petron North Kiara DT,,"Sebahagian Tanah Taman Tasik Sultan Abu Bakar, 26600, Pekan Bandar DiRaja, Pekan, Pahang, Malaysia",
McDonald's,McDonald's Pantai Sentral Park DT,,"Sebahagian Lot 1246, Mukim Rawang, Daerah Gombak, 48000, Rawang, Selangor, Malaysia",
